Frequency - Spectrum Data,Amplitude - Spectrum Data,Frequency - Lorentzian Fit,Amplitude - Lorentzian Fit
93687.5,-46.4375,93687.5,-48.9705
93689.1,-46.4864,93689.1,-48.9715
93690.6,-46.5415,93690.6,-48.9725
93692.2,-46.5979,93692.2,-48.9735
93693.8,-46.6508,93693.8,-48.9744
93695.3,-46.6959,93695.3,-48.9754
93696.9,-46.7298,93696.9,-48.9764
93698.4,-46.7493,93698.4,-48.9774
93700,-46.7519,93700,-48.9784
93701.6,-46.7363,93701.6,-48.9794
93703.1,-46.703,93703.1,-48.9804
93704.7,-46.6536,93704.7,-48.9813
93706.2,-46.5917,93706.2,-48.9823
93707.8,-46.5224,93707.8,-48.9833
93709.4,-46.4522,93709.4,-48.9843
93710.9,-46.3878,93710.9,-48.9853
93712.5,-46.3357,93712.5,-48.9863
93714.1,-46.3011,93714.1,-48.9873
93715.6,-46.2871,93715.6,-48.9882
93717.2,-46.2942,93717.2,-48.9892
93718.8,-46.3205,93718.8,-48.9902
93720.3,-46.3621,93720.3,-48.9912
93721.9,-46.4129,93721.9,-48.9922
93723.4,-46.4664,93723.4,-48.9932
93725,-46.5157,93725,-48.9942
93726.6,-46.555,93726.6,-48.9951
93728.1,-46.5804,93728.1,-48.9961
93729.7,-46.5904,93729.7,-48.9971
93731.2,-46.5855,93731.2,-48.9981
93732.8,-46.5685,93732.8,-48.9991
93734.4,-46.5429,93734.4,-49.0001
93735.9,-46.5129,93735.9,-49.001
93737.5,-46.4826,93737.5,-49.002
93739.1,-46.4558,93739.1,-49.003
93740.6,-46.4349,93740.6,-49.004
93742.2,-46.4211,93742.2,-49.005
93743.8,-46.4141,93743.8,-49.006
93745.3,-46.4123,93745.3,-49.0069
93746.9,-46.4128,93746.9,-49.0079
93748.4,-46.4123,93748.4,-49.0089
93750,-46.4069,93750,-49.0099
93751.6,-46.3937,93751.6,-49.0109
93753.1,-46.3709,93753.1,-49.0119
93754.7,-46.3378,93754.7,-49.0128
93756.2,-46.2956,93756.2,-49.0138
93757.8,-46.2461,93757.8,-49.0148
93759.4,-46.1921,93759.4,-49.0158
93760.9,-46.1361,93760.9,-49.0168
93762.5,-46.0805,93762.5,-49.0178
93764.1,-46.0274,93764.1,-49.0187
93765.6,-45.9787,93765.6,-49.0197
93767.2,-45.9351,93767.2,-49.0207
93768.8,-45.8977,93768.8,-49.0217
93770.3,-45.8677,93770.3,-49.0227
93771.9,-45.8459,93771.9,-49.0237
93773.4,-45.8335,93773.4,-49.0246
93775,-45.8313,93775,-49.0256
93776.6,-45.839,93776.6,-49.0266
93778.1,-45.8554,93778.1,-49.0276
93779.7,-45.8792,93779.7,-49.0286
93781.2,-45.9089,93781.2,-49.0295
93782.8,-45.9426,93782.8,-49.0305
93784.4,-45.9782,93784.4,-49.0315
93785.9,-46.0144,93785.9,-49.0325
93787.5,-46.0507,93787.5,-49.0335
93789.1,-46.0879,93789.1,-49.0344
93790.6,-46.1265,93790.6,-49.0354
93792.2,-46.1674,93792.2,-49.0364
93793.8,-46.2105,93793.8,-49.0374
93795.3,-46.2551,93795.3,-49.0384
93796.9,-46.2997,93796.9,-49.0393
93798.4,-46.3421,93798.4,-49.0403
93800,-46.3796,93800,-49.0413
93801.6,-46.4095,93801.6,-49.0423
93803.1,-46.4301,93803.1,-49.0433
93804.7,-46.4408,93804.7,-49.0442
93806.2,-46.4417,93806.2,-49.0452
93807.8,-46.4338,93807.8,-49.0462
93809.4,-46.4189,93809.4,-49.0472
93810.9,-46.3991,93810.9,-49.0482
93812.5,-46.3765,93812.5,-49.0491
93814.1,-46.3524,93814.1,-49.0501
93815.6,-46.3276,93815.6,-49.0511
93817.2,-46.3031,93817.2,-49.0521
93818.8,-46.2795,93818.8,-49.053
93820.3,-46.2579,93820.3,-49.054
93821.9,-46.2392,93821.9,-49.055
93823.4,-46.2247,93823.4,-49.056
93825,-46.2156,93825,-49.057
93826.6,-46.2135,93826.6,-49.0579
93828.1,-46.2196,93828.1,-49.0589
93829.7,-46.2341,93829.7,-49.0599
93831.2,-46.2565,93831.2,-49.0609
93832.8,-46.2853,93832.8,-49.0618
93834.4,-46.3182,93834.4,-49.0628
93835.9,-46.3519,93835.9,-49.0638
93837.5,-46.3834,93837.5,-49.0648
93839.1,-46.4103,93839.1,-49.0658
93840.6,-46.4311,93840.6,-49.0667
93842.2,-46.4452,93842.2,-49.0677
93843.8,-46.4531,93843.8,-49.0687
93845.3,-46.4568,93845.3,-49.0697
93846.9,-46.4586,93846.9,-49.0706
93848.4,-46.4614,93848.4,-49.0716
93850,-46.4679,93850,-49.0726
93851.6,-46.4806,93851.6,-49.0736
93853.1,-46.501,93853.1,-49.0745
93854.7,-46.53,93854.7,-49.0755
93856.2,-46.5679,93856.2,-49.0765
93857.8,-46.6142,93857.8,-49.0775
93859.4,-46.6676,93859.4,-49.0784
93860.9,-46.7266,93860.9,-49.0794
93862.5,-46.7889,93862.5,-49.0804
93864.1,-46.8515,93864.1,-49.0814
93865.6,-46.9112,93865.6,-49.0823
93867.2,-46.9643,93867.2,-49.0833
93868.8,-47.0075,93868.8,-49.0843
93870.3,-47.0376,93870.3,-49.0853
93871.9,-47.0525,93871.9,-49.0862
93873.4,-47.0509,93873.4,-49.0872
93875,-47.0332,93875,-49.0882
93876.6,-47.0009,93876.6,-49.0892
93878.1,-46.956,93878.1,-49.0901
93879.7,-46.9013,93879.7,-49.0911
93881.2,-46.8404,93881.2,-49.0921
93882.8,-46.7764,93882.8,-49.0931
93884.4,-46.7117,93884.4,-49.094
93885.9,-46.6482,93885.9,-49.095
93887.5,-46.5875,93887.5,-49.096
93889.1,-46.5306,93889.1,-49.097
93890.6,-46.4779,93890.6,-49.0979
93892.2,-46.4301,93892.2,-49.0989
93893.8,-46.388,93893.8,-49.0999
93895.3,-46.3527,93895.3,-49.1008
93896.9,-46.3246,93896.9,-49.1018
93898.4,-46.3042,93898.4,-49.1028
93900,-46.2922,93900,-49.1038
93901.6,-46.2885,93901.6,-49.1047
93903.1,-46.2924,93903.1,-49.1057
93904.7,-46.3026,93904.7,-49.1067
93906.2,-46.3178,93906.2,-49.1077
93907.8,-46.3365,93907.8,-49.1086
93909.4,-46.3569,93909.4,-49.1096
93910.9,-46.3776,93910.9,-49.1106
93912.5,-46.398,93912.5,-49.1115
93914.1,-46.4189,93914.1,-49.1125
93915.6,-46.4417,93915.6,-49.1135
93917.2,-46.4684,93917.2,-49.1145
93918.8,-46.5005,93918.8,-49.1154
93920.3,-46.5389,93920.3,-49.1164
93921.9,-46.5835,93921.9,-49.1174
93923.4,-46.6334,93923.4,-49.1183
93925,-46.6867,93925,-49.1193
93926.6,-46.7403,93926.6,-49.1203
93928.1,-46.79,93928.1,-49.1213
93929.7,-46.8312,93929.7,-49.1222
93931.2,-46.8601,93931.2,-49.1232
93932.8,-46.8746,93932.8,-49.1242
93934.4,-46.875,93934.4,-49.1251
93935.9,-46.8633,93935.9,-49.1261
93937.5,-46.8425,93937.5,-49.1271
93939.1,-46.8167,93939.1,-49.128
93940.6,-46.7901,93940.6,-49.129
93942.2,-46.766,93942.2,-49.13
93943.8,-46.7478,93943.8,-49.131
93945.3,-46.7379,93945.3,-49.1319
93946.9,-46.7369,93946.9,-49.1329
93948.4,-46.7445,93948.4,-49.1339
93950,-46.7599,93950,-49.1348
93951.6,-46.7817,93951.6,-49.1358
93953.1,-46.8084,93953.1,-49.1368
93954.7,-46.8386,93954.7,-49.1377
93956.2,-46.8707,93956.2,-49.1387
93957.8,-46.9033,93957.8,-49.1397
93959.4,-46.9348,93959.4,-49.1406
93960.9,-46.9635,93960.9,-49.1416
93962.5,-46.9878,93962.5,-49.1426
93964.1,-47.0063,93964.1,-49.1435
93965.6,-47.0174,93965.6,-49.1445
93967.2,-47.0202,93967.2,-49.1455
93968.8,-47.0138,93968.8,-49.1465
93970.3,-46.9979,93970.3,-49.1474
93971.9,-46.9729,93971.9,-49.1484
93973.4,-46.9388,93973.4,-49.1494
93975,-46.8955,93975,-49.1503
93976.6,-46.8435,93976.6,-49.1513
93978.1,-46.7832,93978.1,-49.1523
93979.7,-46.7154,93979.7,-49.1532
93981.2,-46.6411,93981.2,-49.1542
93982.8,-46.5618,93982.8,-49.1552
93984.4,-46.4798,93984.4,-49.1561
93985.9,-46.3977,93985.9,-49.1571
93987.5,-46.3183,93987.5,-49.1581
93989.1,-46.2444,93989.1,-49.159
93990.6,-46.1789,93990.6,-49.16
93992.2,-46.1241,93992.2,-49.161
93993.8,-46.0819,93993.8,-49.1619
93995.3,-46.0539,93995.3,-49.1629
93996.9,-46.0409,93996.9,-49.1639
93998.4,-46.0427,93998.4,-49.1648
94000,-46.0588,94000,-49.1658
94001.6,-46.0883,94001.6,-49.1668
94003.1,-46.1299,94003.1,-49.1677
94004.7,-46.1819,94004.7,-49.1687
94006.2,-46.2422,94006.2,-49.1696
94007.8,-46.3081,94007.8,-49.1706
94009.4,-46.3763,94009.4,-49.1716
94010.9,-46.4429,94010.9,-49.1725
94012.5,-46.5031,94012.5,-49.1735
94014.1,-46.5521,94014.1,-49.1745
94015.6,-46.5862,94015.6,-49.1754
94017.2,-46.6029,94017.2,-49.1764
94018.8,-46.6011,94018.8,-49.1774
94020.3,-46.5821,94020.3,-49.1783
94021.9,-46.549,94021.9,-49.1793
94023.4,-46.5065,94023.4,-49.1803
94025,-46.4598,94025,-49.1812
94026.6,-46.4138,94026.6,-49.1822
94028.1,-46.3723,94028.1,-49.1831
94029.7,-46.3383,94029.7,-49.1841
94031.2,-46.3129,94031.2,-49.1851
94032.8,-46.2957,94032.8,-49.186
94034.4,-46.285,94034.4,-49.187
94035.9,-46.2789,94035.9,-49.188
94037.5,-46.2754,94037.5,-49.1889
94039.1,-46.2739,94039.1,-49.1899
94040.6,-46.2743,94040.6,-49.1909
94042.2,-46.2773,94042.2,-49.1918
94043.8,-46.2841,94043.8,-49.1928
94045.3,-46.2958,94045.3,-49.1937
94046.9,-46.3133,94046.9,-49.1947
94048.4,-46.3365,94048.4,-49.1957
94050,-46.3642,94050,-49.1966
94051.6,-46.3946,94051.6,-49.1976
94053.1,-46.4256,94053.1,-49.1986
94054.7,-46.4543,94054.7,-49.1995
94056.2,-46.4778,94056.2,-49.2005
94057.8,-46.4945,94057.8,-49.2014
94059.4,-46.5034,94059.4,-49.2024
94060.9,-46.5048,94060.9,-49.2034
94062.5,-46.5007,94062.5,-49.2043
94064.1,-46.4936,94064.1,-49.2053
94065.6,-46.4865,94065.6,-49.2062
94067.2,-46.4827,94067.2,-49.2072
94068.8,-46.4852,94068.8,-49.2082
94070.3,-46.497,94070.3,-49.2091
94071.9,-46.5199,94071.9,-49.2101
94073.4,-46.5551,94073.4,-49.2111
94075,-46.6027,94075,-49.212
94076.6,-46.6612,94076.6,-49.213
94078.1,-46.7274,94078.1,-49.2139
94079.7,-46.7976,94079.7,-49.2149
94081.2,-46.8668,94081.2,-49.2159
94082.8,-46.9291,94082.8,-49.2168
94084.4,-46.9793,94084.4,-49.2178
94085.9,-47.0133,94085.9,-49.2187
94087.5,-47.0287,94087.5,-49.2197
94089.1,-47.0253,94089.1,-49.2207
94090.6,-47.0047,94090.6,-49.2216
94092.2,-46.9706,94092.2,-49.2226
94093.8,-46.9279,94093.8,-49.2235
94095.3,-46.8822,94095.3,-49.2245
94096.9,-46.8388,94096.9,-49.2254
94098.4,-46.8026,94098.4,-49.2264
94100,-46.7774,94100,-49.2274
94101.6,-46.7662,94101.6,-49.2283
94103.1,-46.7707,94103.1,-49.2293
94104.7,-46.7916,94104.7,-49.2302
94106.2,-46.828,94106.2,-49.2312
94107.8,-46.8781,94107.8,-49.2322
94109.4,-46.9384,94109.4,-49.2331
94110.9,-47.0038,94110.9,-49.2341
94112.5,-47.0686,94112.5,-49.235
94114.1,-47.1264,94114.1,-49.236
94115.6,-47.1715,94115.6,-49.237
94117.2,-47.1991,94117.2,-49.2379
94118.8,-47.2067,94118.8,-49.2389
94120.3,-47.1946,94120.3,-49.2398
94121.9,-47.1656,94121.9,-49.2408
94123.4,-47.1246,94123.4,-49.2417
94125,-47.0785,94125,-49.2427
94126.6,-47.034,94126.6,-49.2437
94128.1,-46.997,94128.1,-49.2446
94129.7,-46.9722,94129.7,-49.2456
94131.2,-46.9624,94131.2,-49.2465
94132.8,-46.9683,94132.8,-49.2475
94134.4,-46.9888,94134.4,-49.2484
94135.9,-47.0202,94135.9,-49.2494
94137.5,-47.0572,94137.5,-49.2503
94139.1,-47.0938,94139.1,-49.2513
94140.6,-47.1245,94140.6,-49.2523
94142.2,-47.1435,94142.2,-49.2532
94143.8,-47.1461,94143.8,-49.2542
94145.3,-47.1299,94145.3,-49.2551
94146.9,-47.0942,94146.9,-49.2561
94148.4,-47.0409,94148.4,-49.257
94150,-46.9738,94150,-49.258
94151.6,-46.8981,94151.6,-49.259
94153.1,-46.8196,94153.1,-49.2599
94154.7,-46.744,94154.7,-49.2609
94156.2,-46.6766,94156.2,-49.2618
94157.8,-46.6216,94157.8,-49.2628
94159.4,-46.5821,94159.4,-49.2637
94160.9,-46.5604,94160.9,-49.2647
94162.5,-46.5573,94162.5,-49.2656
94164.1,-46.5716,94164.1,-49.2666
94165.6,-46.6005,94165.6,-49.2675
94167.2,-46.64,94167.2,-49.2685
94168.8,-46.6853,94168.8,-49.2695
94170.3,-46.7308,94170.3,-49.2704
94171.9,-46.771,94171.9,-49.2714
94173.4,-46.8006,94173.4,-49.2723
94175,-46.8161,94175,-49.2733
94176.6,-46.8166,94176.6,-49.2742
94178.1,-46.803,94178.1,-49.2752
94179.7,-46.7786,94179.7,-49.2761
94181.2,-46.748,94181.2,-49.2771
94182.8,-46.7162,94182.8,-49.278
94184.4,-46.6874,94184.4,-49.279
94185.9,-46.6652,94185.9,-49.2799
94187.5,-46.6519,94187.5,-49.2809
94189.1,-46.6484,94189.1,-49.2819
94190.6,-46.6543,94190.6,-49.2828
94192.2,-46.6677,94192.2,-49.2838
94193.8,-46.686,94193.8,-49.2847
94195.3,-46.7067,94195.3,-49.2857
94196.9,-46.7273,94196.9,-49.2866
94198.4,-46.7456,94198.4,-49.2876
94200,-46.76,94200,-49.2885
94201.6,-46.7699,94201.6,-49.2895
94203.1,-46.7754,94203.1,-49.2904
94204.7,-46.7776,94204.7,-49.2914
94206.2,-46.7778,94206.2,-49.2923
94207.8,-46.7773,94207.8,-49.2933
94209.4,-46.777,94209.4,-49.2942
94210.9,-46.7772,94210.9,-49.2952
94212.5,-46.7768,94212.5,-49.2961
94214.1,-46.774,94214.1,-49.2971
94215.6,-46.7667,94215.6,-49.298
94217.2,-46.7531,94217.2,-49.299
94218.8,-46.7318,94218.8,-49.2999
94220.3,-46.7021,94220.3,-49.3009
94221.9,-46.6649,94221.9,-49.3018
94223.4,-46.6226,94223.4,-49.3028
94225,-46.5784,94225,-49.3037
94226.6,-46.536,94226.6,-49.3047
94228.1,-46.4993,94228.1,-49.3056
94229.7,-46.4716,94229.7,-49.3066
94231.2,-46.4552,94231.2,-49.3075
94232.8,-46.451,94232.8,-49.3085
94234.4,-46.4593,94234.4,-49.3094
94235.9,-46.4794,94235.9,-49.3104
94237.5,-46.51,94237.5,-49.3113
94239.1,-46.5493,94239.1,-49.3123
94240.6,-46.5953,94240.6,-49.3132
94242.2,-46.646,94242.2,-49.3142
94243.8,-46.6996,94243.8,-49.3151
94245.3,-46.7541,94245.3,-49.3161
94246.9,-46.8082,94246.9,-49.317
94248.4,-46.8607,94248.4,-49.318
94250,-46.9108,94250,-49.3189
94251.6,-46.9578,94251.6,-49.3199
94253.1,-47.0017,94253.1,-49.3208
94254.7,-47.0424,94254.7,-49.3218
94256.2,-47.0793,94256.2,-49.3227
94257.8,-47.1113,94257.8,-49.3237
94259.4,-47.1373,94259.4,-49.3246
94260.9,-47.1559,94260.9,-49.3256
94262.5,-47.1653,94262.5,-49.3265
94264.1,-47.1644,94264.1,-49.3275
94265.6,-47.1528,94265.6,-49.3284
94267.2,-47.1313,94267.2,-49.3294
94268.8,-47.1019,94268.8,-49.3303
94270.3,-47.0674,94270.3,-49.3313
94271.9,-47.0313,94271.9,-49.3322
94273.4,-46.9968,94273.4,-49.3332
94275,-46.9674,94275,-49.3341
94276.6,-46.9466,94276.6,-49.3351
94278.1,-46.9356,94278.1,-49.336
94279.7,-46.9344,94279.7,-49.3369
94281.2,-46.9417,94281.2,-49.3379
94282.8,-46.9551,94282.8,-49.3388
94284.4,-46.9712,94284.4,-49.3398
94285.9,-46.9862,94285.9,-49.3407
94287.5,-46.9959,94287.5,-49.3417
94289.1,-46.9969,94289.1,-49.3426
94290.6,-46.9864,94290.6,-49.3436
94292.2,-46.9628,94292.2,-49.3445
94293.8,-46.926,94293.8,-49.3455
94295.3,-46.8771,94295.3,-49.3464
94296.9,-46.818,94296.9,-49.3474
94298.4,-46.7516,94298.4,-49.3483
94300,-46.6814,94300,-49.3492
94301.6,-46.6105,94301.6,-49.3502
94303.1,-46.5418,94303.1,-49.3511
94304.7,-46.4774,94304.7,-49.3521
94306.2,-46.4188,94306.2,-49.353
94307.8,-46.3669,94307.8,-49.354
94309.4,-46.3219,94309.4,-49.3549
94310.9,-46.2841,94310.9,-49.3559
94312.5,-46.2537,94312.5,-49.3568
94314.1,-46.2308,94314.1,-49.3578
94315.6,-46.2155,94315.6,-49.3587
94317.2,-46.2081,94317.2,-49.3596
94318.8,-46.2089,94318.8,-49.3606
94320.3,-46.2177,94320.3,-49.3615
94321.9,-46.2341,94321.9,-49.3625
94323.4,-46.2574,94323.4,-49.3634
94325,-46.286,94325,-49.3644
94326.6,-46.3185,94326.6,-49.3653
94328.1,-46.3531,94328.1,-49.3662
94329.7,-46.3877,94329.7,-49.3672
94331.2,-46.4202,94331.2,-49.3681
94332.8,-46.4496,94332.8,-49.3691
94334.4,-46.4754,94334.4,-49.37
94335.9,-46.4973,94335.9,-49.371
94337.5,-46.515,94337.5,-49.3719
94339.1,-46.528,94339.1,-49.3729
94340.6,-46.5357,94340.6,-49.3738
94342.2,-46.5374,94342.2,-49.3747
94343.8,-46.5323,94343.8,-49.3757
94345.3,-46.5198,94345.3,-49.3766
94346.9,-46.4997,94346.9,-49.3776
94348.4,-46.4727,94348.4,-49.3785
94350,-46.4401,94350,-49.3795
94351.6,-46.4043,94351.6,-49.3804
94353.1,-46.3678,94353.1,-49.3813
94354.7,-46.3335,94354.7,-49.3823
94356.2,-46.3039,94356.2,-49.3832
94357.8,-46.2811,94357.8,-49.3842
94359.4,-46.267,94359.4,-49.3851
94360.9,-46.263,94360.9,-49.386
94362.5,-46.2702,94362.5,-49.387
94364.1,-46.2889,94364.1,-49.3879
94365.6,-46.3194,94365.6,-49.3889
94367.2,-46.3624,94367.2,-49.3898
94368.8,-46.4186,94368.8,-49.3908
94370.3,-46.4886,94370.3,-49.3917
94371.9,-46.5724,94371.9,-49.3926
94373.4,-46.6687,94373.4,-49.3936
94375,-46.7756,94375,-49.3945
94376.6,-46.8895,94376.6,-49.3955
94378.1,-47.006,94378.1,-49.3964
94379.7,-47.1195,94379.7,-49.3973
94381.2,-47.2237,94381.2,-49.3983
94382.8,-47.3128,94382.8,-49.3992
94384.4,-47.3822,94384.4,-49.4002
94385.9,-47.429,94385.9,-49.4011
94387.5,-47.4527,94387.5,-49.402
94389.1,-47.4549,94389.1,-49.403
94390.6,-47.4393,94390.6,-49.4039
94392.2,-47.4107,94392.2,-49.4049
94393.8,-47.3745,94393.8,-49.4058
94395.3,-47.3353,94395.3,-49.4067
94396.9,-47.2972,94396.9,-49.4077
94398.4,-47.2635,94398.4,-49.4086
94400,-47.2363,94400,-49.4096
94401.6,-47.2165,94401.6,-49.4105
94403.1,-47.2039,94403.1,-49.4114
94404.7,-47.1975,94404.7,-49.4124
94406.2,-47.1961,94406.2,-49.4133
94407.8,-47.1975,94407.8,-49.4142
94409.4,-47.1994,94409.4,-49.4152
94410.9,-47.1989,94410.9,-49.4161
94412.5,-47.1936,94412.5,-49.4171
94414.1,-47.1816,94414.1,-49.418
94415.6,-47.1613,94415.6,-49.4189
94417.2,-47.1318,94417.2,-49.4199
94418.8,-47.0927,94418.8,-49.4208
94420.3,-47.0449,94420.3,-49.4218
94421.9,-46.9894,94421.9,-49.4227
94423.4,-46.9276,94423.4,-49.4236
94425,-46.8612,94425,-49.4246
94426.6,-46.7914,94426.6,-49.4255
94428.1,-46.7192,94428.1,-49.4264
94429.7,-46.6457,94429.7,-49.4274
94431.2,-46.5718,94431.2,-49.4283
94432.8,-46.4983,94432.8,-49.4293
94434.4,-46.4262,94434.4,-49.4302
94435.9,-46.3566,94435.9,-49.4311
94437.5,-46.2917,94437.5,-49.4321
94439.1,-46.2334,94439.1,-49.433
94440.6,-46.1842,94440.6,-49.4339
94442.2,-46.1465,94442.2,-49.4349
94443.8,-46.1219,94443.8,-49.4358
94445.3,-46.1115,94445.3,-49.4367
94446.9,-46.1151,94446.9,-49.4377
94448.4,-46.1325,94448.4,-49.4386
94450,-46.1627,94450,-49.4396
94451.6,-46.2047,94451.6,-49.4405
94453.1,-46.2568,94453.1,-49.4414
94454.7,-46.3173,94454.7,-49.4424
94456.2,-46.3848,94456.2,-49.4433
94457.8,-46.4577,94457.8,-49.4442
94459.4,-46.5349,94459.4,-49.4452
94460.9,-46.6153,94460.9,-49.4461
94462.5,-46.6973,94462.5,-49.447
94464.1,-46.779,94464.1,-49.448
94465.6,-46.8581,94465.6,-49.4489
94467.2,-46.9315,94467.2,-49.4498
94468.8,-46.9959,94468.8,-49.4508
94470.3,-47.0481,94470.3,-49.4517
94471.9,-47.0855,94471.9,-49.4526
94473.4,-47.1064,94473.4,-49.4536
94475,-47.1101,94475,-49.4545
94476.6,-47.0975,94476.6,-49.4554
94478.1,-47.0713,94478.1,-49.4564
94479.7,-47.0353,94479.7,-49.4573
94481.2,-46.9943,94481.2,-49.4582
94482.8,-46.954,94482.8,-49.4592
94484.4,-46.9194,94484.4,-49.4601
94485.9,-46.8947,94485.9,-49.461
94487.5,-46.8829,94487.5,-49.462
94489.1,-46.8856,94489.1,-49.4629
94490.6,-46.9026,94490.6,-49.4638
94492.2,-46.9324,94492.2,-49.4648
94493.8,-46.9725,94493.8,-49.4657
94495.3,-47.0188,94495.3,-49.4666
94496.9,-47.0664,94496.9,-49.4676
94498.4,-47.1104,94498.4,-49.4685
94500,-47.1473,94500,-49.4694
94501.6,-47.1746,94501.6,-49.4704
94503.1,-47.1908,94503.1,-49.4713
94504.7,-47.1952,94504.7,-49.4722
94506.2,-47.1885,94506.2,-49.4732
94507.8,-47.1719,94507.8,-49.4741
94509.4,-47.1479,94509.4,-49.475
94510.9,-47.1188,94510.9,-49.476
94512.5,-47.0869,94512.5,-49.4769
94514.1,-47.0536,94514.1,-49.4778
94515.6,-47.02,94515.6,-49.4788
94517.2,-46.9872,94517.2,-49.4797
94518.8,-46.9558,94518.8,-49.4806
94520.3,-46.9259,94520.3,-49.4816
94521.9,-46.8974,94521.9,-49.4825
94523.4,-46.87,94523.4,-49.4834
94525,-46.8433,94525,-49.4844
94526.6,-46.8171,94526.6,-49.4853
94528.1,-46.7918,94528.1,-49.4862
94529.7,-46.7681,94529.7,-49.4871
94531.2,-46.7464,94531.2,-49.4881
94532.8,-46.7277,94532.8,-49.489
94534.4,-46.7128,94534.4,-49.4899
94535.9,-46.7028,94535.9,-49.4909
94537.5,-46.6981,94537.5,-49.4918
94539.1,-46.6985,94539.1,-49.4927
94540.6,-46.7031,94540.6,-49.4937
94542.2,-46.7094,94542.2,-49.4946
94543.8,-46.7146,94543.8,-49.4955
94545.3,-46.7155,94545.3,-49.4964
94546.9,-46.7096,94546.9,-49.4974
94548.4,-46.6951,94548.4,-49.4983
94550,-46.6708,94550,-49.4992
94551.6,-46.6374,94551.6,-49.5002
94553.1,-46.5976,94553.1,-49.5011
94554.7,-46.5543,94554.7,-49.502
94556.2,-46.5119,94556.2,-49.503
94557.8,-46.4744,94557.8,-49.5039
94559.4,-46.4452,94559.4,-49.5048
94560.9,-46.4266,94560.9,-49.5057
94562.5,-46.4196,94562.5,-49.5067
94564.1,-46.4242,94564.1,-49.5076
94565.6,-46.4392,94565.6,-49.5085
94567.2,-46.4626,94567.2,-49.5095
94568.8,-46.4917,94568.8,-49.5104
94570.3,-46.5233,94570.3,-49.5113
94571.9,-46.5543,94571.9,-49.5122
94573.4,-46.5819,94573.4,-49.5132
94575,-46.6039,94575,-49.5141
94576.6,-46.6186,94576.6,-49.515
94578.1,-46.6256,94578.1,-49.516
94579.7,-46.6252,94579.7,-49.5169
94581.2,-46.6188,94581.2,-49.5178
94582.8,-46.6087,94582.8,-49.5187
94584.4,-46.5973,94584.4,-49.5197
94585.9,-46.5875,94585.9,-49.5206
94587.5,-46.5814,94587.5,-49.5215
94589.1,-46.5804,94589.1,-49.5224
94590.6,-46.5858,94590.6,-49.5234
94592.2,-46.5974,94592.2,-49.5243
94593.8,-46.6143,94593.8,-49.5252
94595.3,-46.6351,94595.3,-49.5262
94596.9,-46.6583,94596.9,-49.5271
94598.4,-46.683,94598.4,-49.528
94600,-46.7093,94600,-49.5289
94601.6,-46.7371,94601.6,-49.5299
94603.1,-46.7667,94603.1,-49.5308
94604.7,-46.799,94604.7,-49.5317
94606.2,-46.8349,94606.2,-49.5326
94607.8,-46.8741,94607.8,-49.5336
94609.4,-46.916,94609.4,-49.5345
94610.9,-46.9595,94610.9,-49.5354
94612.5,-47.0027,94612.5,-49.5363
94614.1,-47.0435,94614.1,-49.5373
94615.6,-47.0798,94615.6,-49.5382
94617.2,-47.1105,94617.2,-49.5391
94618.8,-47.1357,94618.8,-49.54
94620.3,-47.1565,94620.3,-49.541
94621.9,-47.1744,94621.9,-49.5419
94623.4,-47.1917,94623.4,-49.5428
94625,-47.211,94625,-49.5437
94626.6,-47.2345,94626.6,-49.5447
94628.1,-47.2635,94628.1,-49.5456
94629.7,-47.2987,94629.7,-49.5465
94631.2,-47.3393,94631.2,-49.5474
94632.8,-47.3831,94632.8,-49.5484
94634.4,-47.4266,94634.4,-49.5493
94635.9,-47.4658,94635.9,-49.5502
94637.5,-47.4964,94637.5,-49.5511
94639.1,-47.5145,94639.1,-49.5521
94640.6,-47.5172,94640.6,-49.553
94642.2,-47.5023,94642.2,-49.5539
94643.8,-47.4697,94643.8,-49.5548
94645.3,-47.4211,94645.3,-49.5558
94646.9,-47.3593,94646.9,-49.5567
94648.4,-47.2889,94648.4,-49.5576
94650,-47.2155,94650,-49.5585
94651.6,-47.1443,94651.6,-49.5594
94653.1,-47.0804,94653.1,-49.5604
94654.7,-47.0272,94654.7,-49.5613
94656.2,-46.9878,94656.2,-49.5622
94657.8,-46.9637,94657.8,-49.5631
94659.4,-46.9549,94659.4,-49.5641
94660.9,-46.96,94660.9,-49.565
94662.5,-46.9772,94662.5,-49.5659
94664.1,-47.0035,94664.1,-49.5668
94665.6,-47.0356,94665.6,-49.5677
94667.2,-47.0703,94667.2,-49.5687
94668.8,-47.1041,94668.8,-49.5696
94670.3,-47.1342,94670.3,-49.5705
94671.9,-47.1582,94671.9,-49.5714
94673.4,-47.1739,94673.4,-49.5724
94675,-47.1796,94675,-49.5733
94676.6,-47.1745,94676.6,-49.5742
94678.1,-47.1582,94678.1,-49.5751
94679.7,-47.1309,94679.7,-49.576
94681.2,-47.0934,94681.2,-49.577
94682.8,-47.0473,94682.8,-49.5779
94684.4,-46.9946,94684.4,-49.5788
94685.9,-46.9378,94685.9,-49.5797
94687.5,-46.8793,94687.5,-49.5806
94689.1,-46.8215,94689.1,-49.5816
94690.6,-46.7666,94690.6,-49.5825
94692.2,-46.716,94692.2,-49.5834
94693.8,-46.6702,94693.8,-49.5843
94695.3,-46.6289,94695.3,-49.5853
