Frequency - Spectrum Data,Amplitude - Spectrum Data,Frequency - Lorentzian Fit,Amplitude - Lorentzian Fit
74190.6,-40.2919,74190.6,-41.6649
74192.2,-40.282,74192.2,-41.6626
74193.8,-40.2643,74193.8,-41.6604
74195.3,-40.2404,74195.3,-41.6581
74196.9,-40.2124,74196.9,-41.6558
74198.4,-40.1827,74198.4,-41.6536
74200,-40.153,74200,-41.6513
74201.6,-40.1249,74201.6,-41.649
74203.1,-40.0989,74203.1,-41.6468
74204.7,-40.0749,74204.7,-41.6445
74206.2,-40.0523,74206.2,-41.6422
74207.8,-40.0303,74207.8,-41.64
74209.4,-40.0083,74209.4,-41.6377
74210.9,-39.9863,74210.9,-41.6354
74212.5,-39.965,74212.5,-41.6332
74214.1,-39.946,74214.1,-41.6309
74215.6,-39.9316,74215.6,-41.6286
74217.2,-39.9243,74217.2,-41.6263
74218.8,-39.9263,74218.8,-41.6241
74220.3,-39.9394,74220.3,-41.6218
74221.9,-39.9639,74221.9,-41.6195
74223.4,-39.9988,74223.4,-41.6172
74225,-40.0422,74225,-41.615
74226.6,-40.0907,74226.6,-41.6127
74228.1,-40.1394,74228.1,-41.6104
74229.7,-40.1829,74229.7,-41.6081
74231.2,-40.2163,74231.2,-41.6059
74232.8,-40.2358,74232.8,-41.6036
74234.4,-40.2392,74234.4,-41.6013
74235.9,-40.2267,74235.9,-41.599
74237.5,-40.1999,74237.5,-41.5967
74239.1,-40.1621,74239.1,-41.5945
74240.6,-40.1174,74240.6,-41.5922
74242.2,-40.0701,74242.2,-41.5899
74243.8,-40.0237,74243.8,-41.5876
74245.3,-39.9814,74245.3,-41.5853
74246.9,-39.9451,74246.9,-41.5831
74248.4,-39.916,74248.4,-41.5808
74250,-39.8941,74250,-41.5785
74251.6,-39.8791,74251.6,-41.5762
74253.1,-39.8698,74253.1,-41.5739
74254.7,-39.8655,74254.7,-41.5716
74256.2,-39.8655,74256.2,-41.5693
74257.8,-39.8693,74257.8,-41.5671
74259.4,-39.8763,74259.4,-41.5648
74260.9,-39.8861,74260.9,-41.5625
74262.5,-39.8982,74262.5,-41.5602
74264.1,-39.9126,74264.1,-41.5579
74265.6,-39.9292,74265.6,-41.5556
74267.2,-39.9483,74267.2,-41.5533
74268.8,-39.9699,74268.8,-41.551
74270.3,-39.9935,74270.3,-41.5487
74271.9,-40.0191,74271.9,-41.5464
74273.4,-40.0458,74273.4,-41.5441
74275,-40.0726,74275,-41.5419
74276.6,-40.0982,74276.6,-41.5396
74278.1,-40.1212,74278.1,-41.5373
74279.7,-40.1405,74279.7,-41.535
74281.2,-40.155,74281.2,-41.5327
74282.8,-40.1642,74282.8,-41.5304
74284.4,-40.1682,74284.4,-41.5281
74285.9,-40.1681,74285.9,-41.5258
74287.5,-40.1649,74287.5,-41.5235
74289.1,-40.16,74289.1,-41.5212
74290.6,-40.1543,74290.6,-41.5189
74292.2,-40.148,74292.2,-41.5166
74293.8,-40.1405,74293.8,-41.5143
74295.3,-40.131,74295.3,-41.512
74296.9,-40.1187,74296.9,-41.5097
74298.4,-40.1023,74298.4,-41.5074
74300,-40.0816,74300,-41.5051
74301.6,-40.0574,74301.6,-41.5028
74303.1,-40.0315,74303.1,-41.5005
74304.7,-40.0066,74304.7,-41.4982
74306.2,-39.986,74306.2,-41.4959
74307.8,-39.9727,74307.8,-41.4935
74309.4,-39.9696,74309.4,-41.4912
74310.9,-39.9788,74310.9,-41.4889
74312.5,-40.0015,74312.5,-41.4866
74314.1,-40.0376,74314.1,-41.4843
74315.6,-40.0858,74315.6,-41.482
74317.2,-40.1432,74317.2,-41.4797
74318.8,-40.2065,74318.8,-41.4774
74320.3,-40.2715,74320.3,-41.4751
74321.9,-40.3334,74321.9,-41.4728
74323.4,-40.3875,74323.4,-41.4705
74325,-40.4297,74325,-41.4681
74326.6,-40.4565,74326.6,-41.4658
74328.1,-40.4653,74328.1,-41.4635
74329.7,-40.4552,74329.7,-41.4612
74331.2,-40.4271,74331.2,-41.4589
74332.8,-40.3833,74332.8,-41.4566
74334.4,-40.3278,74334.4,-41.4542
74335.9,-40.265,74335.9,-41.4519
74337.5,-40.2003,74337.5,-41.4496
74339.1,-40.138,74339.1,-41.4473
74340.6,-40.082,74340.6,-41.445
74342.2,-40.0353,74342.2,-41.4427
74343.8,-39.9995,74343.8,-41.4403
74345.3,-39.9744,74345.3,-41.438
74346.9,-39.9585,74346.9,-41.4357
74348.4,-39.9494,74348.4,-41.4334
74350,-39.944,74350,-41.431
74351.6,-39.9389,74351.6,-41.4287
74353.1,-39.9309,74353.1,-41.4264
74354.7,-39.9179,74354.7,-41.4241
74356.2,-39.8988,74356.2,-41.4218
74357.8,-39.8739,74357.8,-41.4194
74359.4,-39.8443,74359.4,-41.4171
74360.9,-39.8125,74360.9,-41.4148
74362.5,-39.7816,74362.5,-41.4124
74364.1,-39.7544,74364.1,-41.4101
74365.6,-39.7332,74365.6,-41.4078
74367.2,-39.7191,74367.2,-41.4055
74368.8,-39.712,74368.8,-41.4031
74370.3,-39.711,74370.3,-41.4008
74371.9,-39.7144,74371.9,-41.3985
74373.4,-39.7195,74373.4,-41.3961
74375,-39.7238,74375,-41.3938
74376.6,-39.7255,74376.6,-41.3915
74378.1,-39.7236,74378.1,-41.3891
74379.7,-39.7182,74379.7,-41.3868
74381.2,-39.7108,74381.2,-41.3845
74382.8,-39.7038,74382.8,-41.3821
74384.4,-39.6999,74384.4,-41.3798
74385.9,-39.7017,74385.9,-41.3775
74387.5,-39.7106,74387.5,-41.3751
74389.1,-39.7266,74389.1,-41.3728
74390.6,-39.7484,74390.6,-41.3705
74392.2,-39.7733,74392.2,-41.3681
74393.8,-39.7978,74393.8,-41.3658
74395.3,-39.8179,74395.3,-41.3634
74396.9,-39.8297,74396.9,-41.3611
74398.4,-39.8306,74398.4,-41.3588
74400,-39.8194,74400,-41.3564
74401.6,-39.7968,74401.6,-41.3541
74403.1,-39.7645,74403.1,-41.3517
74404.7,-39.7249,74404.7,-41.3494
74406.2,-39.681,74406.2,-41.347
74407.8,-39.6354,74407.8,-41.3447
74409.4,-39.5906,74409.4,-41.3423
74410.9,-39.5484,74410.9,-41.34
74412.5,-39.5096,74412.5,-41.3377
74414.1,-39.4753,74414.1,-41.3353
74415.6,-39.4459,74415.6,-41.333
74417.2,-39.4218,74417.2,-41.3306
74418.8,-39.4037,74418.8,-41.3283
74420.3,-39.3924,74420.3,-41.3259
74421.9,-39.3886,74421.9,-41.3236
74423.4,-39.3931,74423.4,-41.3212
74425,-39.4064,74425,-41.3189
74426.6,-39.4293,74426.6,-41.3165
74428.1,-39.4622,74428.1,-41.3142
74429.7,-39.5047,74429.7,-41.3118
74431.2,-39.5559,74431.2,-41.3094
74432.8,-39.6144,74432.8,-41.3071
74434.4,-39.6781,74434.4,-41.3047
74435.9,-39.7439,74435.9,-41.3024
74437.5,-39.8083,74437.5,-41.3
74439.1,-39.8675,74439.1,-41.2977
74440.6,-39.9179,74440.6,-41.2953
74442.2,-39.9566,74442.2,-41.2929
74443.8,-39.9814,74443.8,-41.2906
74445.3,-39.9918,74445.3,-41.2882
74446.9,-39.9889,74446.9,-41.2859
74448.4,-39.975,74448.4,-41.2835
74450,-39.9531,74450,-41.2811
74451.6,-39.9268,74451.6,-41.2788
74453.1,-39.8996,74453.1,-41.2764
74454.7,-39.8738,74454.7,-41.2741
74456.2,-39.8512,74456.2,-41.2717
74457.8,-39.8331,74457.8,-41.2693
74459.4,-39.8197,74459.4,-41.267
74460.9,-39.8105,74460.9,-41.2646
74462.5,-39.8043,74462.5,-41.2622
74464.1,-39.8001,74464.1,-41.2599
74465.6,-39.797,74465.6,-41.2575
74467.2,-39.7941,74467.2,-41.2551
74468.8,-39.791,74468.8,-41.2528
74470.3,-39.7875,74470.3,-41.2504
74471.9,-39.7842,74471.9,-41.248
74473.4,-39.7814,74473.4,-41.2456
74475,-39.7802,74475,-41.2433
74476.6,-39.7815,74476.6,-41.2409
74478.1,-39.7863,74478.1,-41.2385
74479.7,-39.7952,74479.7,-41.2362
74481.2,-39.8091,74481.2,-41.2338
74482.8,-39.828,74482.8,-41.2314
74484.4,-39.8519,74484.4,-41.229
74485.9,-39.8801,74485.9,-41.2267
74487.5,-39.9118,74487.5,-41.2243
74489.1,-39.9461,74489.1,-41.2219
74490.6,-39.9814,74490.6,-41.2195
74492.2,-40.0159,74492.2,-41.2171
74493.8,-40.048,74493.8,-41.2148
74495.3,-40.0762,74495.3,-41.2124
74496.9,-40.0992,74496.9,-41.21
74498.4,-40.1164,74498.4,-41.2076
74500,-40.1277,74500,-41.2052
74501.6,-40.1343,74501.6,-41.2029
74503.1,-40.1376,74503.1,-41.2005
74504.7,-40.1403,74504.7,-41.1981
74506.2,-40.1448,74506.2,-41.1957
74507.8,-40.1537,74507.8,-41.1933
74509.4,-40.1687,74509.4,-41.1909
74510.9,-40.1908,74510.9,-41.1886
74512.5,-40.2199,74512.5,-41.1862
74514.1,-40.2548,74514.1,-41.1838
74515.6,-40.2931,74515.6,-41.1814
74517.2,-40.3321,74517.2,-41.179
74518.8,-40.3685,74518.8,-41.1766
74520.3,-40.3989,74520.3,-41.1742
74521.9,-40.4204,74521.9,-41.1718
74523.4,-40.4308,74523.4,-41.1694
74525,-40.4287,74525,-41.1671
74526.6,-40.4136,74526.6,-41.1647
74528.1,-40.3855,74528.1,-41.1623
74529.7,-40.3451,74529.7,-41.1599
74531.2,-40.2937,74531.2,-41.1575
74532.8,-40.2334,74532.8,-41.1551
74534.4,-40.1667,74534.4,-41.1527
74535.9,-40.0965,74535.9,-41.1503
74537.5,-40.0262,74537.5,-41.1479
74539.1,-39.9596,74539.1,-41.1455
74540.6,-39.9002,74540.6,-41.1431
74542.2,-39.8511,74542.2,-41.1407
74543.8,-39.8145,74543.8,-41.1383
74545.3,-39.7914,74545.3,-41.1359
74546.9,-39.7818,74546.9,-41.1335
74548.4,-39.7846,74548.4,-41.1311
74550,-39.7976,74550,-41.1287
74551.6,-39.8174,74551.6,-41.1263
74553.1,-39.84,74553.1,-41.1239
74554.7,-39.8612,74554.7,-41.1215
74556.2,-39.8773,74556.2,-41.1191
74557.8,-39.8854,74557.8,-41.1167
74559.4,-39.8831,74559.4,-41.1143
74560.9,-39.8694,74560.9,-41.1119
74562.5,-39.8441,74562.5,-41.1095
74564.1,-39.8079,74564.1,-41.107
74565.6,-39.7629,74565.6,-41.1046
74567.2,-39.7124,74567.2,-41.1022
74568.8,-39.6601,74568.8,-41.0998
74570.3,-39.6104,74570.3,-41.0974
74571.9,-39.5672,74571.9,-41.095
74573.4,-39.5338,74573.4,-41.0926
74575,-39.5126,74575,-41.0902
74576.6,-39.505,74576.6,-41.0878
74578.1,-39.5106,74578.1,-41.0853
74579.7,-39.5274,74579.7,-41.0829
74581.2,-39.5527,74581.2,-41.0805
74582.8,-39.5823,74582.8,-41.0781
74584.4,-39.6115,74584.4,-41.0757
74585.9,-39.636,74585.9,-41.0733
74587.5,-39.6524,74587.5,-41.0709
74589.1,-39.6587,74589.1,-41.0684
74590.6,-39.655,74590.6,-41.066
74592.2,-39.6433,74592.2,-41.0636
74593.8,-39.627,74593.8,-41.0612
74595.3,-39.6105,74595.3,-41.0588
74596.9,-39.598,74596.9,-41.0563
74598.4,-39.593,74598.4,-41.0539
74600,-39.5982,74600,-41.0515
74601.6,-39.6154,74601.6,-41.0491
74603.1,-39.6447,74603.1,-41.0466
74604.7,-39.6846,74604.7,-41.0442
74606.2,-39.7321,74606.2,-41.0418
74607.8,-39.7835,74607.8,-41.0394
74609.4,-39.8345,74609.4,-41.0369
74610.9,-39.8807,74610.9,-41.0345
74612.5,-39.9185,74612.5,-41.0321
74614.1,-39.9451,74614.1,-41.0297
74615.6,-39.9593,74615.6,-41.0272
74617.2,-39.9607,74617.2,-41.0248
74618.8,-39.9504,74618.8,-41.0224
74620.3,-39.9298,74620.3,-41.0199
74621.9,-39.9008,74621.9,-41.0175
74623.4,-39.8658,74623.4,-41.0151
74625,-39.8269,74625,-41.0126
74626.6,-39.7863,74626.6,-41.0102
74628.1,-39.7454,74628.1,-41.0078
74629.7,-39.7051,74629.7,-41.0053
74631.2,-39.6661,74631.2,-41.0029
74632.8,-39.6281,74632.8,-41.0005
74634.4,-39.5906,74634.4,-40.998
74635.9,-39.5532,74635.9,-40.9956
74637.5,-39.5152,74637.5,-40.9931
74639.1,-39.4761,74639.1,-40.9907
74640.6,-39.4359,74640.6,-40.9883
74642.2,-39.3945,74642.2,-40.9858
74643.8,-39.3529,74643.8,-40.9834
74645.3,-39.3129,74645.3,-40.9809
74646.9,-39.2768,74646.9,-40.9785
74648.4,-39.2471,74648.4,-40.9761
74650,-39.226,74650,-40.9736
74651.6,-39.215,74651.6,-40.9712
74653.1,-39.2149,74653.1,-40.9687
74654.7,-39.2254,74654.7,-40.9663
74656.2,-39.245,74656.2,-40.9638
74657.8,-39.2721,74657.8,-40.9614
74659.4,-39.3042,74659.4,-40.9589
74660.9,-39.3389,74660.9,-40.9565
74662.5,-39.3738,74662.5,-40.954
74664.1,-39.4075,74664.1,-40.9516
74665.6,-39.4394,74665.6,-40.9491
74667.2,-39.4701,74667.2,-40.9467
74668.8,-39.5002,74668.8,-40.9442
74670.3,-39.5311,74670.3,-40.9418
74671.9,-39.5636,74671.9,-40.9393
74673.4,-39.5983,74673.4,-40.9369
74675,-39.6343,74675,-40.9344
74676.6,-39.6702,74676.6,-40.932
74678.1,-39.7038,74678.1,-40.9295
74679.7,-39.7319,74679.7,-40.9271
74681.2,-39.7515,74681.2,-40.9246
